page,page_num,n_runs_found,n_valid_runs,winner_filename,selection_tier,confidence,winner_score,reason,all_scores,ocr_file_found,timestamp
page_92,92,3,3,page_92_semantic_1.csv,TIER2,medium,55.52,"Run 1 captures a wider range of names and roles, with better accuracy in specific details, despite some redundant and misplaced additional info.",page_92_semantic_1.csv=55.5; page_92_semantic_2.csv=55.5; page_92_semantic_3.csv=55.5,True,2026-06-09T19:02:23.354705
page_93,93,3,3,page_93_semantic_1.csv,TIER2,low,47.94,"All runs have the wrong 'Address' field, but Run 1 has the most correct names and distinct locations.",page_93_semantic_1.csv=47.9; page_93_semantic_2.csv=47.9; page_93_semantic_3.csv=47.9,True,2026-06-09T19:02:30.390532
page_94,94,3,3,page_94_semantic_3.csv,TIER2,medium,55.36,"Run 3 captures a more accurate representation of the various religious figures, their roles, and associated locations, with fewer data inconsistencies compared to the others.",page_94_semantic_1.csv=55.3; page_94_semantic_2.csv=55.3; page_94_semantic_3.csv=55.4,True,2026-06-09T19:02:38.173091
page_95,95,3,3,page_95_semantic_3.csv,TIER1,high,55.88,2x_more_rows(43_vs_19),page_95_semantic_1.csv=53.5; page_95_semantic_2.csv=53.5; page_95_semantic_3.csv=55.9,True,2026-06-09T19:02:41.758691
page_96,96,3,3,page_96_semantic_1.csv,TIER2,medium,48.24,Run 1 captures more complete addresses and makes fewer inaccuracies compared to the others.,page_96_semantic_1.csv=48.2; page_96_semantic_2.csv=48.3; page_96_semantic_3.csv=48.2,True,2026-06-09T19:02:48.847609
page_97,97,3,3,page_97_semantic_1.csv,TIER2,high,56.52,"Run 1 captures more Venetian addresses, which are crucial for geocoding tasks, without major accuracy errors evident in Run 2.",page_97_semantic_1.csv=56.5; page_97_semantic_2.csv=55.6; page_97_semantic_3.csv=56.5,True,2026-06-09T19:02:57.220876
page_98,98,3,3,page_98_semantic_1.csv,TIER2,high,58.14,"Run 1 captures the most complete and accurate content, including Venetian addresses, with fewer errors compared to the other runs.",page_98_semantic_1.csv=58.1; page_98_semantic_2.csv=58.1; page_98_semantic_3.csv=57.3,True,2026-06-09T19:03:03.876924
page_99,99,3,3,page_99_semantic_1.csv,TIER2,medium,56.8,"Run 1 has more correct addresses with clear association to names and roles, but all runs have significant and similar errors.",page_99_semantic_1.csv=56.8; page_99_semantic_2.csv=56.8; page_99_semantic_3.csv=56.9,True,2026-06-09T19:03:10.087886
page_100,100,3,3,page_100_semantic_3.csv,TIER2,medium,53.68,"Run 3 captures more complete and accurate names, addresses, and political information with fewer errors compared to the others.",page_100_semantic_1.csv=53.7; page_100_semantic_2.csv=54.1; page_100_semantic_3.csv=53.7,True,2026-06-09T19:03:17.086304
page_101,101,3,3,page_101_semantic_2.csv,TIER2,high,54.92,"Run 2 best captures the content with correct names, addresses, and roles, and includes complete and structured information valuable for geocoding tasks.",page_101_semantic_1.csv=55.0; page_101_semantic_2.csv=54.9; page_101_semantic_3.csv=55.0,True,2026-06-09T19:03:24.333052
page_102,102,3,3,page_102_semantic_3.csv,TIER1,high,54.48,2x_more_rows(39_vs_16),page_102_semantic_1.csv=52.2; page_102_semantic_2.csv=52.2; page_102_semantic_3.csv=54.5,True,2026-06-09T19:03:28.248812
page_103,103,3,3,page_103_semantic_1.csv,TIER2,medium,53.71,"Run 1 captures multiple Venetian addresses and includes specific details aligned with the raw text, facilitating the geocoding task.",page_103_semantic_1.csv=53.7; page_103_semantic_2.csv=53.7; page_103_semantic_3.csv=54.1,True,2026-06-09T19:03:34.292292
page_104,104,3,3,page_104_semantic_1.csv,TIER2,high,48.04,Run 1 best captures the content with accurate addresses and names without introducing new errors.,page_104_semantic_1.csv=48.0; page_104_semantic_2.csv=47.7; page_104_semantic_3.csv=48.0,True,2026-06-09T19:03:40.739440
page_105,105,3,3,page_105_semantic_3.csv,TIER2,high,43.28,"Run 3 is the best as it captures the address correctly with the Venetian sestiere and civic numbers, includes comprehensive additional info, and accurately reflects the raw data without transcription errors.",page_105_semantic_1.csv=43.3; page_105_semantic_2.csv=43.3; page_105_semantic_3.csv=43.3,True,2026-06-09T19:03:47.250520
page_106,106,3,0,page_106_semantic_1.csv,FAILED,low,23.43,all_runs_excluded_picked_most_rows,page_106_semantic_1.csv=23.4; page_106_semantic_2.csv=23.4; page_106_semantic_3.csv=23.4,True,2026-06-09T19:03:50.981262
page_107,107,3,3,page_107_semantic_1.csv,TIER2,high,54.39,"Both Runs 1 and 2 are identical and accurately capture the complete content with correct punctuation, making them the best; Run 3 has minor formatting differences in the 'Additional Info' field.",page_107_semantic_1.csv=54.4; page_107_semantic_2.csv=54.4; page_107_semantic_3.csv=54.4,True,2026-06-09T19:03:57.454659
page_108,108,3,3,page_108_semantic_3.csv,TIER2,high,62.6,"Run 3 has the most complete and accurate extraction with correctly listed addresses and names, suitable for geocoding.",page_108_semantic_1.csv=62.6; page_108_semantic_2.csv=62.9; page_108_semantic_3.csv=62.6,True,2026-06-09T19:04:03.671327
page_109,109,3,3,page_109_semantic_1.csv,TIER2,high,59.3,"Run 1 best captures the complete and accurate content with correct Venetian addresses, minimal errors, and valuable location information for geocoding.",page_109_semantic_1.csv=59.3; page_109_semantic_2.csv=59.3; page_109_semantic_3.csv=59.3,True,2026-06-09T19:04:09.721128
page_110,110,3,3,page_110_semantic_3.csv,TIER2,high,74.05,"Run 3 captures the most accurate and complete extraction of names and Venetian addresses, with the fewest transcription errors.",page_110_semantic_1.csv=73.8; page_110_semantic_2.csv=74.8; page_110_semantic_3.csv=74.0,True,2026-06-09T19:04:16.684470
page_111,111,3,3,page_111_semantic_1.csv,TIER2,high,60.36,"Run 1 accurately captures names and Venice-specific addresses without introducing irrelevant data like Run 2, making it suitable for geocoding.",page_111_semantic_1.csv=60.4; page_111_semantic_2.csv=60.4; page_111_semantic_3.csv=60.4,True,2026-06-09T19:04:23.445149
page_112,112,3,3,page_112_semantic_3.csv,TIER2,medium,67.04,"Run 3 better captures a variety of unique addresses and names that align with the raw OCR text, though still contains some consistency errors in names and addresses.",page_112_semantic_1.csv=67.0; page_112_semantic_2.csv=67.0; page_112_semantic_3.csv=67.0,True,2026-06-09T19:04:29.619736
page_113,113,3,3,page_113_semantic_3.csv,TIER2,medium,65.68,"Run 3 has the most accurate transcriptions of names and addresses, and captures most variations in format, though it still contains some errors.",page_113_semantic_1.csv=65.7; page_113_semantic_2.csv=65.7; page_113_semantic_3.csv=65.7,True,2026-06-09T19:04:35.833395
page_114,114,3,3,page_114_semantic_3.csv,TIER2,medium,59.66,"Run 3 appears to have the correct names that mostly match the raw OCR text with fewer clerical errors compared to Run 2, though it still has the issue of Venice-specific address elements being replaced with a default value.",page_114_semantic_1.csv=59.7; page_114_semantic_2.csv=59.7; page_114_semantic_3.csv=59.7,True,2026-06-09T19:04:42.489640
page_115,115,3,3,page_115_semantic_3.csv,TIER2,high,59.9,"Run 3 accurately captures the content with correct addresses, names, and fewer errors compared to other runs.",page_115_semantic_1.csv=59.9; page_115_semantic_2.csv=59.9; page_115_semantic_3.csv=59.9,True,2026-06-09T19:04:49.340727
page_116,116,3,3,page_116_semantic_3.csv,TIER2,medium,65.37,"Run 3 provides more accurate Venetian addresses and corrects some OCR errors, making it suitable for geocoding tasks.",page_116_semantic_1.csv=65.6; page_116_semantic_2.csv=65.6; page_116_semantic_3.csv=65.4,True,2026-06-09T19:04:56.306700
page_117,117,3,3,page_117_semantic_3.csv,TIER2,medium,61.62,"Run 3 has the most accurate addresses and includes Venetian sestiere + civic numbers which are valuable for geocoding, despite some OCR errors.",page_117_semantic_1.csv=61.6; page_117_semantic_2.csv=61.6; page_117_semantic_3.csv=61.6,True,2026-06-09T19:05:03.891190
page_118,118,3,3,page_118_semantic_2.csv,TIER2,medium,60.04,Run 2 has the most accurate representation of addresses and the fewest errors in extraction compared to the raw text.,page_118_semantic_1.csv=60.1; page_118_semantic_2.csv=60.0; page_118_semantic_3.csv=60.1,True,2026-06-09T19:05:10.473775
page_119,119,3,3,page_119_semantic_2.csv,TIER2,medium,63.86,Run 2 captures more accurate names and addresses with fewer errors compared to runs 1 and 3.,page_119_semantic_1.csv=63.9; page_119_semantic_2.csv=63.9; page_119_semantic_3.csv=63.9,True,2026-06-09T19:05:17.358930
page_120,120,3,3,page_120_semantic_3.csv,TIER2,medium,62.53,"Run 3 captures correct names and addresses with fewer errors, critical for geocoding tasks, despite some minor inaccuracies.",page_120_semantic_1.csv=62.5; page_120_semantic_2.csv=62.5; page_120_semantic_3.csv=62.5,True,2026-06-09T19:05:24.088919
page_121,121,3,3,page_121_semantic_3.csv,TIER2,high,66.08,"Run 3 contains more accurate and complete transcriptions of names and locations with minimal errors, which are essential for geocoding.",page_121_semantic_1.csv=66.1; page_121_semantic_2.csv=66.1; page_121_semantic_3.csv=66.1,True,2026-06-09T19:05:30.759660
page_122,122,3,3,page_122_semantic_2.csv,TIER2,medium,53.2,Run 2 provides more accurate and consistent addresses and professions despite some errors in the 'Additional Info' column.,page_122_semantic_1.csv=53.0; page_122_semantic_2.csv=53.2; page_122_semantic_3.csv=53.0,True,2026-06-09T19:05:37.469980
page_123,123,3,3,page_123_semantic_1.csv,TIER2,medium,63.38,"Run 1 has a better extraction of Venetian addresses, although it misses profession labels.",page_123_semantic_1.csv=63.4; page_123_semantic_2.csv=63.4; page_123_semantic_3.csv=63.4,True,2026-06-09T19:05:43.726829
page_124,124,3,3,page_124_semantic_3.csv,TIER2,medium,56.79,"Run 3 captures the most Venetian addresses, which are crucial for the geocoding task.",page_124_semantic_1.csv=55.5; page_124_semantic_2.csv=55.5; page_124_semantic_3.csv=56.8,True,2026-06-09T19:05:50.150264
page_125,125,3,3,page_125_semantic_1.csv,TIER2,medium,53.79,"Run 1 captures the correct names, addresses, and subdivision information consistent with the raw OCR text, avoiding the unrelated 'Concessionario esclusivo' extraction error found in Run 3.",page_125_semantic_1.csv=53.8; page_125_semantic_2.csv=53.8; page_125_semantic_3.csv=53.0,True,2026-06-09T19:05:57.652709
page_126,126,3,3,page_126_semantic_3.csv,TIER2,high,51.42,"Run 3 accurately captures the Venetian addresses, names, and category details, and matches the semantic structure of the original text closely, similar to Run 1 but with fewer transcription errors.",page_126_semantic_1.csv=51.4; page_126_semantic_2.csv=51.4; page_126_semantic_3.csv=51.4,True,2026-06-09T19:06:05.961293
page_127,127,3,3,page_127_semantic_1.csv,TIER2,medium,49.54,"Run 1 best aligns with the original, though minor discrepancies are present.",page_127_semantic_1.csv=49.5; page_127_semantic_2.csv=49.0; page_127_semantic_3.csv=49.5,True,2026-06-09T19:06:13.321194
page_128,128,3,3,page_128_semantic_3.csv,TIER2,medium,62.59,"Run 3 has the most accurate extraction of names and addresses, although there are some transcription errors.",page_128_semantic_1.csv=62.7; page_128_semantic_2.csv=62.7; page_128_semantic_3.csv=62.6,True,2026-06-09T19:06:19.358925
page_129,129,3,3,page_129_semantic_1.csv,TIER2,high,45.4,"Run 1 provides complete and accurate semantic extraction capturing all names, addresses, and categories correctly without errors.",page_129_semantic_1.csv=45.4; page_129_semantic_2.csv=45.4; page_129_semantic_3.csv=55.2,True,2026-06-09T19:06:26.114321
page_130,130,1,1,page_130_semantic_1.csv,SINGLE,high,50.2,only_one_run,page_130_semantic_1.csv=50.2,True,2026-06-09T19:06:29.852346
page_131,131,3,0,page_131_semantic_1.csv,FAILED,low,26.1,all_runs_excluded_picked_most_rows,page_131_semantic_1.csv=26.1; page_131_semantic_2.csv=26.1; page_131_semantic_3.csv=26.1,True,2026-06-09T19:06:33.391138
page_132,132,3,3,page_132_semantic_2.csv,TIER2,high,49.84,"Run 2 provides the most complete and accurately organized data with minimum errors, particularly in listing Venetian addresses crucial for geocoding.",page_132_semantic_1.csv=50.1; page_132_semantic_2.csv=49.8; page_132_semantic_3.csv=50.1,True,2026-06-09T19:06:41.365469
page_133,133,3,3,page_133_semantic_3.csv,TIER2,medium,51.98,"Run 3 contains more accurate and complete addresses with the correct Venetian location format and captures additional information properly, although it incorrectly lists 'Lido' for all entries.",page_133_semantic_1.csv=52.0; page_133_semantic_2.csv=52.0; page_133_semantic_3.csv=52.0,True,2026-06-09T19:06:47.806421
page_134,134,3,3,page_134_semantic_2.csv,TIER2,medium,54.2,"Run 2 has no repeated entries and the least errors in addresses, capturing the names and Venetian addresses well for geocoding.",page_134_semantic_1.csv=54.2; page_134_semantic_2.csv=54.2; page_134_semantic_3.csv=54.4,True,2026-06-09T19:06:55.099938
page_135,135,3,3,page_135_semantic_1.csv,TIER2,medium,55.17,"Run 1 consistently provides the correct names, addresses, and category details for listings with a focus on sestiere + civic number, though it inaccurately lists 'Mestre' as the location instead of focusing on specific Venetian areas like 'S. Marco' or 'Cannaregio'.",page_135_semantic_1.csv=55.2; page_135_semantic_2.csv=55.2; page_135_semantic_3.csv=55.5,True,2026-06-09T19:07:02.063749
page_136,136,3,3,page_136_semantic_3.csv,TIER2,high,54.12,"Run 3 best captures the actual content with more complete and accurate names and addresses, including all Venetian street details and fewer errors compared to the others.",page_136_semantic_1.csv=54.1; page_136_semantic_2.csv=54.1; page_136_semantic_3.csv=54.1,True,2026-06-09T19:07:08.003123
page_137,137,3,3,page_137_semantic_3.csv,TIER2,high,52.0,"Run 3 has the most accurate semantic extraction, correctly capturing the addresses and categories without introducing errors present in other runs.",page_137_semantic_1.csv=52.0; page_137_semantic_2.csv=52.0; page_137_semantic_3.csv=52.0,True,2026-06-09T19:07:15.482216
page_138,138,3,3,page_138_semantic_1.csv,TIER2,high,62.34,"Run 1 has the most accurate and complete capture of Venetian addresses crucial for geocoding, with no apparent errors like those in Runs 2 and 3.",page_138_semantic_1.csv=62.3; page_138_semantic_2.csv=62.3; page_138_semantic_3.csv=62.4,True,2026-06-09T19:07:23.161188
page_139,139,3,3,page_139_semantic_3.csv,TIER2,high,62.38,"Run 3 correctly identifies the majority of Venetian addresses and categorizes them as 'PENSIONI', accurately reflecting the page content, unlike runs 1 and 2 which incorrectly label locations like 'Mestre' and 'Marghera'.",page_139_semantic_1.csv=63.1; page_139_semantic_2.csv=63.1; page_139_semantic_3.csv=62.4,True,2026-06-09T19:07:30.326403
page_140,140,3,3,page_140_semantic_1.csv,TIER2,low,52.42,"All runs contain significant errors and misattributions, but Run 1 has entries with Venetian addresses, which are crucial for downstream geocoding.",page_140_semantic_1.csv=52.4; page_140_semantic_2.csv=51.7; page_140_semantic_3.csv=52.4,True,2026-06-09T19:07:36.838865
page_141,141,3,3,page_141_semantic_2.csv,TIER2,low,56.46,"None of the runs accurately capture Venetian addresses, but Run 2 slightly lessens errors and retains some distinction in street names.",page_141_semantic_1.csv=56.4; page_141_semantic_2.csv=56.5; page_141_semantic_3.csv=56.4,True,2026-06-09T19:07:44.251666
page_142,142,3,3,page_142_semantic_1.csv,TIER2,low,65.06,"All runs have significant errors, but Run 1 shows slightly more accurate names and addresses than the others.",page_142_semantic_1.csv=65.1; page_142_semantic_2.csv=65.1; page_142_semantic_3.csv=65.2,True,2026-06-09T19:07:51.196432
page_143,143,3,3,page_143_semantic_3.csv,TIER2,medium,60.89,"It correctly captures diverse and complete addresses, including 'Giudecca' entries, and detects different address areas better than the others.",page_143_semantic_1.csv=63.9; page_143_semantic_2.csv=63.9; page_143_semantic_3.csv=60.9,True,2026-06-09T19:07:57.873893
page_144,144,3,3,page_144_semantic_1.csv,TIER2,medium,53.2,"Run 1 has more accurate Venetian addresses and correctly matches more names and addresses from the OCR text with the least errors, although improvements are still necessary.",page_144_semantic_1.csv=53.2; page_144_semantic_2.csv=53.0; page_144_semantic_3.csv=53.2,True,2026-06-09T19:08:04.637163
page_145,145,3,3,page_145_semantic_1.csv,TIER2,high,50.34,Run 1 captures the most complete and accurate extraction of names and Venetian addresses without the location errors observed in Run 2.,page_145_semantic_1.csv=50.3; page_145_semantic_2.csv=49.7; page_145_semantic_3.csv=50.3,True,2026-06-09T19:08:10.980755
page_146,146,3,3,page_146_semantic_3.csv,TIER2,medium,59.3,Run 3 captures the most complete and accurate content with correct addresses and fewer errors.,page_146_semantic_1.csv=59.4; page_146_semantic_2.csv=59.4; page_146_semantic_3.csv=59.3,True,2026-06-09T19:08:18.130839
page_147,147,3,3,page_147_semantic_1.csv,TIER2,low,60.49,"All runs have significant errors, but Run 1 contains the correct sestiere location for businesses important for geocoding despite incorrect additional info.",page_147_semantic_1.csv=60.5; page_147_semantic_2.csv=60.5; page_147_semantic_3.csv=60.5,True,2026-06-09T19:08:24.702389
page_148,148,3,3,page_148_semantic_3.csv,TIER2,medium,50.92,"Run 3 best captures the content accurately, especially for Sestiere Venetian addresses required for geocoding but lacks some distinctions between 'Mestre' and actual Venetian locations.",page_148_semantic_1.csv=50.9; page_148_semantic_2.csv=51.1; page_148_semantic_3.csv=50.9,True,2026-06-09T19:08:31.766501
page_149,149,3,3,page_149_semantic_3.csv,TIER2,medium,56.1,"Run 3 has fewer errors compared to Run 2 and identical to Run 1; each has details crucial for geocoding tasks, but none capture all context with high accuracy.",page_149_semantic_1.csv=56.1; page_149_semantic_2.csv=56.0; page_149_semantic_3.csv=56.1,True,2026-06-09T19:08:38.731493
page_150,150,3,3,page_150_semantic_3.csv,TIER2,high,51.46,Run 3 has the most accurate addresses and names with minimal errors.,page_150_semantic_1.csv=51.5; page_150_semantic_2.csv=51.3; page_150_semantic_3.csv=51.5,True,2026-06-09T19:08:44.773645
page_151,151,3,3,page_151_semantic_1.csv,TIER2,low,48.16,None of the runs correctly extracted and categorized the addresses; all are similarly flawed.,page_151_semantic_1.csv=48.2; page_151_semantic_2.csv=49.7; page_151_semantic_3.csv=48.2,True,2026-06-09T19:08:52.454187
page_152,152,3,3,page_152_semantic_3.csv,TIER2,medium,59.12,"Run 3 captures Venetian addresses accurately, which are crucial for the geocoding task, despite some OCR errors.",page_152_semantic_1.csv=58.8; page_152_semantic_2.csv=58.8; page_152_semantic_3.csv=59.1,True,2026-06-09T19:08:59.513734
page_153,153,3,3,page_153_semantic_3.csv,TIER2,medium,54.85,Run 3 has the most complete and accurate addresses and captures more specific contextual information for downstream tasks.,page_153_semantic_1.csv=55.5; page_153_semantic_2.csv=55.5; page_153_semantic_3.csv=54.9,True,2026-06-09T19:09:06.899918
page_154,154,3,3,page_154_semantic_1.csv,TIER2,high,57.04,"Run 1 correctly extracts and separates Venetian address information, which is crucial for geocoding, unlike the other runs which contain notable errors in address labeling and consistency.",page_154_semantic_1.csv=57.0; page_154_semantic_2.csv=57.1; page_154_semantic_3.csv=57.0,True,2026-06-09T19:09:14.160264
page_155,155,3,3,page_155_semantic_2.csv,TIER2,high,59.16,"Run 2 captures Venetian addresses with correct sestiere names and numbering, critical for geocoding, and has fewer errors compared to the other runs.",page_155_semantic_1.csv=59.0; page_155_semantic_2.csv=59.2; page_155_semantic_3.csv=59.0,True,2026-06-09T19:09:20.819555
page_156,156,3,3,page_156_semantic_1.csv,TIER2,medium,65.64,"While none perfectly match the OCR, Run 1 is the most accurate with fewer location errors than the others.",page_156_semantic_1.csv=65.6; page_156_semantic_2.csv=65.6; page_156_semantic_3.csv=65.6,True,2026-06-09T19:09:27.676665
page_157,157,3,3,page_157_semantic_3.csv,TIER2,low,54.69,"All runs display significant inconsistencies and seem to be duplicates; however, run 3 captures more complete address fields than the others.",page_157_semantic_1.csv=61.8; page_157_semantic_2.csv=61.8; page_157_semantic_3.csv=54.7,True,2026-06-09T19:09:34.726890
page_158,158,3,3,page_158_semantic_3.csv,TIER2,high,47.58,Run 3 best captures the complete content and accuracy of Venetian addresses with fewest errors.,page_158_semantic_1.csv=47.6; page_158_semantic_2.csv=47.6; page_158_semantic_3.csv=47.6,True,2026-06-09T19:09:40.824913
page_159,159,3,3,page_159_semantic_3.csv,TIER2,medium,60.56,"Run 3 has consistent address formatting and seems to match more entries accurately with the OCR text, but still has errors and inconsistencies similar to Run 1.",page_159_semantic_1.csv=60.6; page_159_semantic_2.csv=60.8; page_159_semantic_3.csv=60.6,True,2026-06-09T19:09:47.750601
page_160,160,3,3,page_160_semantic_1.csv,TIER2,high,53.08,"Run 1 accurately captures all addresses and names with the correct sestiere, without introducing errors.",page_160_semantic_1.csv=53.1; page_160_semantic_2.csv=53.1; page_160_semantic_3.csv=53.2,True,2026-06-09T19:09:54.478702
page_161,161,1,0,page_161_semantic_1.csv,SINGLE,high,50.0,only_one_run,page_161_semantic_1.csv=50.0,True,2026-06-09T19:09:58.035028
page_162,162,3,3,page_162_semantic_3.csv,TIER2,medium,56.18,Run 3 has the most accurate addresses and complete data with fewer errors compared to Runs 1 and 2.,page_162_semantic_1.csv=56.2; page_162_semantic_2.csv=56.0; page_162_semantic_3.csv=56.2,True,2026-06-09T19:10:05.761883
page_163,163,3,3,page_163_semantic_1.csv,TIER2,low,53.08,"Runs 1 and 3 have identical data structures with the most complete extraction of locations, but both contain numerous errors, making the distinction difficult.",page_163_semantic_1.csv=53.1; page_163_semantic_2.csv=53.2; page_163_semantic_3.csv=53.1,True,2026-06-09T19:10:12.327704
page_164,164,3,3,page_164_semantic_3.csv,TIER2,medium,59.96,"Run 3 has the correct location names, but contains some issues with incorrect category labels such as 'Calzinerci' instead of 'Calzature'.",page_164_semantic_1.csv=59.9; page_164_semantic_2.csv=59.9; page_164_semantic_3.csv=60.0,True,2026-06-09T19:10:19.700102
page_165,165,3,3,page_165_semantic_1.csv,TIER2,medium,61.5,"Run 1 has more complete coverage of Venetian sestiere addresses, which is crucial for the geocoding task.",page_165_semantic_1.csv=61.5; page_165_semantic_2.csv=61.5; page_165_semantic_3.csv=61.8,True,2026-06-09T19:10:27.483366
page_166,166,3,3,page_166_semantic_2.csv,TIER2,medium,55.86,"Run 2 best captures the original content with more accurate names and addresses, although some location errors remain.",page_166_semantic_1.csv=55.9; page_166_semantic_2.csv=55.9; page_166_semantic_3.csv=55.9,True,2026-06-09T19:10:33.627334
page_167,167,3,3,page_167_semantic_3.csv,TIER2,high,60.38,Run 3 contains the most accurate addresses with the correct Venetian locations and fewest errors in transcription.,page_167_semantic_1.csv=60.6; page_167_semantic_2.csv=59.4; page_167_semantic_3.csv=60.4,True,2026-06-09T19:10:41.207465
page_168,168,3,3,page_168_semantic_1.csv,TIER2,high,55.17,Run 1 accurately captures the most complete set of unique Venetian addresses and business details without duplications or major errors compared to the other runs.,page_168_semantic_1.csv=55.2; page_168_semantic_2.csv=55.2; page_168_semantic_3.csv=55.1,True,2026-06-09T19:10:47.759115
page_169,169,3,3,page_169_semantic_1.csv,TIER2,medium,56.14,"Run 1 best maintains the structure of Venetian addresses and includes comprehensive details necessary for geocoding, despite some ambiguity in location fields.",page_169_semantic_1.csv=56.1; page_169_semantic_2.csv=56.1; page_169_semantic_3.csv=56.2,True,2026-06-09T19:10:54.721596
page_170,170,1,1,page_170_semantic_1.csv,SINGLE,high,50.1,only_one_run,page_170_semantic_1.csv=50.1,True,2026-06-09T19:10:57.896939
page_171,171,3,3,page_171_semantic_1.csv,TIER2,high,52.1,Run 1 captures the content accurately with consistent formatting and no location errors.,page_171_semantic_1.csv=52.1; page_171_semantic_2.csv=52.1; page_171_semantic_3.csv=52.1,True,2026-06-09T19:11:04.143348
page_172,172,3,3,page_172_semantic_3.csv,TIER2,high,53.08,"Run 3 has the most complete and accurate extraction of names and Venetian addresses, crucial for geocoding, with few errors.",page_172_semantic_1.csv=53.1; page_172_semantic_2.csv=53.1; page_172_semantic_3.csv=53.1,True,2026-06-09T19:11:11.208820
page_173,173,3,3,page_173_semantic_1.csv,TIER2,low,50.98,"All runs have significant errors, but Run 1 lists more unique Venetian addresses, which are most valuable for geocoding, despite other inaccuracies.",page_173_semantic_1.csv=51.0; page_173_semantic_2.csv=50.7; page_173_semantic_3.csv=51.0,True,2026-06-09T19:11:18.892180
page_174,174,3,3,page_174_semantic_1.csv,TIER2,low,60.16,"All runs show errors such as repetition or incorrect entries, but Run 1 captures more distinct Venetian addresses, fitting the geocoding task criteria better than Runs 2 and 3.",page_174_semantic_1.csv=60.2; page_174_semantic_2.csv=60.2; page_174_semantic_3.csv=51.2,True,2026-06-09T19:11:27.798640
page_175,175,3,3,page_175_semantic_3.csv,TIER2,medium,56.79,"Run 3 has fewer misassignments of locations and captures more accurate Venetian addresses, despite some errors in names, offering the best potential for geocoding.",page_175_semantic_1.csv=58.5; page_175_semantic_2.csv=58.5; page_175_semantic_3.csv=56.8,True,2026-06-09T19:11:35.281017
page_176,176,3,3,page_176_semantic_3.csv,TIER2,high,55.74,"Run 3 best captures the actual content with correct addresses and names, and the most accurate categorization.",page_176_semantic_1.csv=55.7; page_176_semantic_2.csv=55.5; page_176_semantic_3.csv=55.7,True,2026-06-09T19:11:42.237326
page_177,177,3,3,page_177_semantic_3.csv,TIER2,high,51.86,"Run 3 offers the most comprehensive capture of names, accurate addresses, and sestiere-based Venetian addresses necessary for geocoding.",page_177_semantic_1.csv=51.9; page_177_semantic_2.csv=51.6; page_177_semantic_3.csv=51.9,True,2026-06-09T19:11:50.019819
page_178,178,3,3,page_178_semantic_1.csv,TIER2,high,61.49,"Run 1 contains the most complete and accurate extraction of names and Venetian addresses, critical for geocoding.",page_178_semantic_1.csv=61.5; page_178_semantic_2.csv=61.5; page_178_semantic_3.csv=60.9,True,2026-06-09T19:11:56.677161
page_179,179,3,3,page_179_semantic_1.csv,TIER2,high,58.82,"Run 1 best captures Venetian addresses without mislabeling the 'Location' field as 'Murano', maintaining accuracy and completeness for geocoding.",page_179_semantic_1.csv=58.8; page_179_semantic_2.csv=58.8; page_179_semantic_3.csv=58.8,True,2026-06-09T19:12:02.923704
page_180,180,3,3,page_180_semantic_1.csv,TIER2,low,59.07,"All three runs contain numerous errors, such as incorrect location data (Mestre instead of Venice) or incorrect additional info, but Run 1 at least includes the phone numbers and additional business information which are critical for evaluating completeness and potential relevance to the geocoding task.",page_180_semantic_1.csv=59.1; page_180_semantic_2.csv=59.1; page_180_semantic_3.csv=59.1,True,2026-06-09T19:12:09.680993
page_181,181,3,3,page_181_semantic_1.csv,TIER2,medium,53.38,Run 1 has multiple correct Venetian addresses and contains fewer inconsistencies than the other runs.,page_181_semantic_1.csv=53.4; page_181_semantic_2.csv=53.4; page_181_semantic_3.csv=53.9,True,2026-06-09T19:12:17.054402
page_182,182,3,3,page_182_semantic_3.csv,TIER2,high,51.16,Run 3 matches Run 1 with more accurate location names and fewer errors compared to Run 2.,page_182_semantic_1.csv=51.2; page_182_semantic_2.csv=51.0; page_182_semantic_3.csv=51.2,True,2026-06-09T19:12:24.150807
page_183,183,3,3,page_183_semantic_3.csv,TIER2,low,55.38,"Run 3 preserves the most original addresses including sestiere detail accurately, but still suffers from location errors.",page_183_semantic_1.csv=55.4; page_183_semantic_2.csv=55.4; page_183_semantic_3.csv=55.4,True,2026-06-09T19:12:31.390675
page_184,184,3,3,page_184_semantic_3.csv,TIER2,medium,58.97,Run 3 has the most accurate Venetian addresses and fewer errors in names and locations.,page_184_semantic_1.csv=60.1; page_184_semantic_2.csv=60.1; page_184_semantic_3.csv=59.0,True,2026-06-09T19:12:37.432914
page_185,185,3,3,page_185_semantic_3.csv,TIER2,medium,57.17,"Run 3 captures more accurate Venetian addresses with sestiere and civic numbers, which are valuable for geocoding, although some information appears to be mismatched or miscategorized.",page_185_semantic_1.csv=57.7; page_185_semantic_2.csv=57.7; page_185_semantic_3.csv=57.2,True,2026-06-09T19:12:43.986214
page_186,186,3,3,page_186_semantic_3.csv,TIER2,high,48.66,Run 3 has the most correct and complete extraction of addresses with the fewest errors.,page_186_semantic_1.csv=48.7; page_186_semantic_2.csv=48.7; page_186_semantic_3.csv=48.7,True,2026-06-09T19:12:50.539963
